INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1400703	31	1	0	0	0	0	4	29827	4456	1239	1477	249	7	7	0	0	27	7	7	7	7	0	4
1400801	35	1	0	0	0	0	4	36060	4946	1312	1634	283	7	7	0	0	27	7	7	7	7	0	4
1400802	31	1	0	0	0	0	4	29827	4456	1239	1477	249	7	7	0	0	27	7	7	7	7	0	4
1400803	25	1	0	0	0	0	4	36842	5110	1459	1579	169	7	7	0	0	27	7	7	7	7	0	4
1400901	35	1	0	0	0	0	4	36060	4946	1312	1634	283	7	7	0	0	27	7	7	7	7	0	4
1400902	26	1	0	0	0	0	4	39226	3901	1505	1224	200	7	7	0	0	27	7	7	7	7	0	4
1400904	24	1	5	5	0	1	4	64477	4888	1955	1500	230	7	7	0	0	27	7	7	7	7	0	4
1401001	24	1	0	0	0	0	4	46055	4443	1777	1363	230	7	7	0	0	27	7	7	7	7	0	4
1401003	35	1	0	0	0	0	4	36060	4946	1312	1634	283	7	7	0	0	27	7	7	7	7	0	4
1401004	205	1	15	15	0	2	4	66466	6640	1881	1935	259	7	7	0	0	27	7	7	7	7	0	4
1500101	32	1	0	0	0	0	4	46967	4199	1666	1234	212	7	7	0	0	27	7	7	7	7	0	4
1500201	29	1	0	0	0	0	4	40106	5166	1410	1550	244	7	7	0	0	27	7	7	7	7	0	4
1500301	29	1	0	0	0	0	4	40106	5166	1410	1550	244	7	7	0	0	27	7	7	7	7	0	4
1500303	37	1	5	5	0	1	4	60243	4706	1749	1323	214	7	7	0	0	27	7	7	7	7	0	4
1500304	33	1	0	0	0	0	4	38987	5452	1484	1378	241	7	7	0	0	27	7	7	7	7	0	4
1500401	37	1	0	0	0	0	4	43030	4278	1590	1202	214	7	7	0	0	27	7	7	7	7	0	4
1500402	32	1	0	0	0	0	4	46967	4199	1666	1234	212	7	7	0	0	27	7	7	7	7	0	4
1500403	33	1	0	0	0	0	4	38987	5452	1484	1378	241	7	7	0	0	27	7	7	7	7	0	4
1500501	37	1	0	0	0	0	4	43030	4278	1590	1202	214	7	7	0	0	27	7	7	7	7	0	4
1500502	33	1	0	0	0	0	4	38987	5452	1484	1378	241	7	7	0	0	27	7	7	7	7	0	4
1500601	37	1	0	0	0	0	4	43030	4278	1590	1202	214	7	7	0	0	27	7	7	7	7	0	4
1500604	27	1	5	5	0	1	4	76538	5400	1984	1808	234	7	7	0	0	27	7	7	7	7	0	4
1500605	33	1	0	0	0	0	4	38987	5452	1484	1378	241	7	7	0	0	27	7	7	7	7	0	4
1500701	27	1	0	0	0	0	4	54670	4909	1804	1643	234	7	7	0	0	27	7	7	7	7	0	4
1500702	28	1	0	0	0	0	4	35320	4793	1347	1480	271	7	7	0	0	27	7	7	7	7	0	4
1500801	27	1	0	0	0	0	4	54670	4909	1804	1643	234	7	7	0	0	27	7	7	7	7	0	4
1500802	28	1	0	0	0	0	4	35320	4793	1347	1480	271	7	7	0	0	27	7	7	7	7	0	4
1500901	27	1	0	0	0	0	4	54670	4909	1804	1643	234	7	7	0	0	27	7	7	7	7	0	4
1500902	37	1	0	0	0	0	4	43030	4278	1590	1202	214	7	7	0	0	27	7	7	7	7	0	4
1500904	36	1	5	5	0	1	4	67898	5389	2046	1558	260	7	7	0	0	27	7	7	7	7	0	4
1501001	36	1	0	0	0	0	4	48499	4899	1860	1416	260	7	7	0	0	27	7	7	7	7	0	4
1501004	206	1	15	15	0	2	4	90671	6066	2093	1638	245	7	7	0	0	27	7	7	7	7	0	4
1501005	27	1	0	0	0	0	4	54670	4909	1804	1643	234	7	7	0	0	27	7	7	7	7	0	4
1600101	46	1	0	0	0	0	5	46491	5693	1551	1600	253	8	8	0	0	28	8	8	8	8	0	4
1600201	41	1	0	0	0	0	5	42095	6395	1650	1433	277	8	8	0	0	28	8	8	8	8	0	4
1600301	41	1	0	0	0	0	5	42095	6395	1650	1433	277	8	8	0	0	28	8	8	8	8	0	4
1600302	46	1	0	0	0	0	5	46491	5693	1551	1600	253	8	8	0	0	28	8	8	8	8	0	4
1600303	50	1	5	5	0	1	5	59014	6156	1882	1774	257	8	8	0	0	28	8	8	8	8	0	4
1600401	50	1	0	0	0	0	5	42153	5597	1711	1613	257	8	8	0	0	28	8	8	8	8	0	4
1600402	58	1	0	0	0	0	5	51133	4791	1695	1328	229	8	8	0	0	28	8	8	8	8	0	4
1600501	50	1	0	0	0	0	5	42153	5597	1711	1613	257	8	8	0	0	28	8	8	8	8	0	4
1600502	56	1	0	0	0	0	5	43010	4938	1637	1450	255	8	8	0	0	28	8	8	8	8	0	4
1600601	50	1	0	0	0	0	5	42153	5597	1711	1613	257	8	8	0	0	28	8	8	8	8	0	4
1600604	42	1	5	5	0	1	5	65624	7570	1956	1838	307	8	8	0	0	28	8	8	8	8	0	4
1600605	41	1	0	0	0	0	5	42095	6395	1650	1433	277	8	8	0	0	28	8	8	8	8	0	4
1600701	42	1	0	0	0	0	5	46874	6882	1779	1671	307	8	8	0	0	28	8	8	8	8	0	4
1600702	41	1	0	0	0	0	5	42095	6395	1650	1433	277	8	8	0	0	28	8	8	8	8	0	4
1600703	68	1	0	0	0	0	5	42176	5385	1621	1676	245	8	8	0	0	28	8	8	8	8	0	4
1600801	42	1	0	0	0	0	5	46874	6882	1779	1671	307	8	8	0	0	28	8	8	8	8	0	4
1600802	68	1	0	0	0	0	5	42176	5385	1621	1676	245	8	8	0	0	28	8	8	8	8	0	4
1600901	42	1	0	0	0	0	5	46874	6882	1779	1671	307	8	8	0	0	28	8	8	8	8	0	4
1600904	57	1	5	5	0	1	5	71191	5587	2199	1730	240	8	8	0	0	28	8	8	8	8	0	4
1600905	58	1	0	0	0	0	5	51133	4791	1695	1328	229	8	8	0	0	28	8	8	8	8	0	4
1601001	57	1	0	0	0	0	5	50850	5079	1999	1573	240	8	8	0	0	28	8	8	8	8	0	4
1601004	401	1	15	15	0	2	5	88707	7807	2153	2138	310	8	8	0	0	28	8	8	8	8	0	4
1601005	42	1	0	0	0	0	5	46874	6882	1779	1671	307	8	8	0	0	28	8	8	8	8	0	4
1700101	48	1	0	0	0	0	5	52117	4789	1955	1501	268	8	8	0	0	28	8	8	8	8	0	4
1700201	45	1	0	0	0	0	5	40369	5508	1478	1957	333	8	8	0	0	28	8	8	8	8	0	4
1700301	45	1	0	0	0	0	5	40369	5508	1478	1957	333	8	8	0	0	28	8	8	8	8	0	4
1700302	48	1	0	0	0	0	5	52117	4789	1955	1501	268	8	8	0	0	28	8	8	8	8	0	4
1700303	46	1	5	5	0	1	5	70095	6744	1837	1896	273	8	8	0	0	28	8	8	8	8	0	4
1700401	46	1	0	0	0	0	5	50068	6131	1670	1723	273	8	8	0	0	28	8	8	8	8	0	4
1700402	47	1	0	0	0	0	5	39296	5827	1598	1728	331	8	8	0	0	28	8	8	8	8	0	4
1700501	41	1	0	0	0	0	5	45333	6887	1777	1544	298	8	8	0	0	28	8	8	8	8	0	4
1700502	47	1	0	0	0	0	5	39296	5827	1598	1728	331	8	8	0	0	28	8	8	8	8	0	4
1700601	46	1	0	0	0	0	5	50068	6131	1670	1723	273	8	8	0	0	28	8	8	8	8	0	4
1700602	41	1	0	0	0	0	5	45333	6887	1777	1544	298	8	8	0	0	28	8	8	8	8	0	4
1700604	42	1	5	5	0	1	5	70673	8153	2107	1979	330	8	8	0	0	28	8	8	8	8	0	4
1700701	42	1	0	0	0	0	5	50480	7411	1915	1799	330	8	8	0	0	28	8	8	8	8	0	4
1700702	40	1	0	0	0	0	5	48037	5772	1741	1818	233	8	8	0	0	28	8	8	8	8	0	4
1700801	40	1	0	0	0	0	5	48037	5772	1741	1818	233	8	8	0	0	28	8	8	8	8	0	4
1700901	42	1	0	0	0	0	5	50480	7411	1915	1799	330	8	8	0	0	28	8	8	8	8	0	4
1700903	40	1	0	0	0	0	5	48037	5772	1741	1818	233	8	8	0	0	28	8	8	8	8	0	4
1700904	66	1	5	5	0	1	5	63871	6938	1768	2327	368	8	8	0	0	28	8	8	8	8	0	4
1701001	66	1	0	0	0	0	5	45622	6308	1607	2115	368	8	8	0	0	28	8	8	8	8	0	4
1701004	207	1	15	15	0	2	5	100436	8638	2248	2522	312	8	8	0	0	28	8	8	8	8	0	4
1701005	40	1	0	0	0	0	5	48037	5772	1741	1818	233	8	8	0	0	28	8	8	8	8	0	4
1800101	61	1	0	0	0	0	5	45804	6288	1887	1819	306	9	9	0	0	29	9	9	9	9	0	4
1800201	56	1	0	0	0	0	5	49627	5698	1889	1673	295	9	9	0	0	29	9	9	9	9	0	4
1800301	56	1	0	0	0	0	5	49627	5698	1889	1673	295	9	9	0	0	29	9	9	9	9	0	4
1800302	61	1	0	0	0	0	5	45804	6288	1887	1819	306	9	9	0	0	29	9	9	9	9	0	4
1800303	57	1	5	5	0	1	5	82143	6447	2537	1996	277	9	9	0	0	29	9	9	9	9	0	4
1800401	57	1	0	0	0	0	5	58674	5861	2306	1815	277	9	9	0	0	29	9	9	9	9	0	4
1800402	58	1	0	0	0	0	5	58999	5528	1956	1533	265	9	9	0	0	29	9	9	9	9	0	4
1800501	57	1	0	0	0	0	5	58674	5861	2306	1815	277	9	9	0	0	29	9	9	9	9	0	4
1800502	49	1	0	0	0	0	5	55546	7482	2023	2161	320	9	9	0	0	29	9	9	9	9	0	4
1800601	57	1	0	0	0	0	5	58674	5861	2306	1815	277	9	9	0	0	29	9	9	9	9	0	4
1800603	49	1	0	0	0	0	5	55546	7482	2023	2161	320	9	9	0	0	29	9	9	9	9	0	4
1800604	52	1	5	5	0	1	5	72796	7544	2059	2500	385	9	9	0	0	29	9	9	9	9	0	4
1800701	57	1	0	0	0	0	5	58674	5861	2306	1815	277	9	9	0	0	29	9	9	9	9	0	4
1800702	50	1	0	0	0	0	5	48638	6458	1975	1861	297	9	9	0	0	29	9	9	9	9	0	4
1800801	52	1	0	0	0	0	5	51997	6858	1871	2273	385	9	9	0	0	29	9	9	9	9	0	4
1800802	50	1	0	0	0	0	5	48638	6458	1975	1861	297	9	9	0	0	29	9	9	9	9	0	4
1800901	52	1	0	0	0	0	5	51997	6858	1871	2273	385	9	9	0	0	29	9	9	9	9	0	4
1800904	53	1	5	5	0	1	5	82091	8525	2144	2381	367	9	9	0	0	29	9	9	9	9	0	4
1800905	57	1	0	0	0	0	5	58674	5861	2306	1815	277	9	9	0	0	29	9	9	9	9	0	4
1801001	53	1	0	0	0	0	5	58637	7750	1949	2165	367	9	9	0	0	29	9	9	9	9	0	4
1801002	52	1	0	0	0	0	5	51997	6858	1871	2273	385	9	9	0	0	29	9	9	9	9	0	4
1801003	208	1	15	15	0	2	5	109595	8558	2864	2539	266	9	9	0	0	29	9	9	9	9	0	4
1900101	51	1	0	0	0	0	5	43659	6693	1728	1971	370	9	9	0	0	29	9	9	9	9	0	4
1900201	68	1	0	0	0	0	5	51909	6628	1996	2063	301	9	9	0	0	29	9	9	9	9	0	4
1900301	68	1	0	0	0	0	5	51909	6628	1996	2063	301	9	9	0	0	29	9	9	9	9	0	4
1900303	67	1	5	5	0	1	5	79789	8291	2411	2286	372	9	9	0	0	29	9	9	9	9	0	4
1900304	69	1	0	0	0	0	5	63054	7873	2314	2370	291	9	9	0	0	29	9	9	9	9	0	4
1900401	67	1	0	0	0	0	5	56992	7537	2191	2078	372	9	9	0	0	29	9	9	9	9	0	4
1900402	69	1	0	0	0	0	5	63054	7873	2314	2370	291	9	9	0	0	29	9	9	9	9	0	4
1900501	67	1	0	0	0	0	5	56992	7537	2191	2078	372	9	9	0	0	29	9	9	9	9	0	4
1900502	60	1	0	0	0	0	5	45478	6545	1829	2058	367	9	9	0	0	29	9	9	9	9	0	4
1900503	69	1	0	0	0	0	5	63054	7873	2314	2370	291	9	9	0	0	29	9	9	9	9	0	4
1900601	67	1	0	0	0	0	5	56992	7537	2191	2078	372	9	9	0	0	29	9	9	9	9	0	4
1900604	62	1	5	5	0	1	5	67313	7715	2030	2797	425	9	9	0	0	29	9	9	9	9	0	4
1900605	69	1	0	0	0	0	5	63054	7873	2314	2370	291	9	9	0	0	29	9	9	9	9	0	4
1900701	62	1	0	0	0	0	5	48081	7014	1845	2542	425	9	9	0	0	29	9	9	9	9	0	4
1900702	69	1	0	0	0	0	5	63054	7873	2314	2370	291	9	9	0	0	29	9	9	9	9	0	4
1900703	51	1	0	0	0	0	5	43659	6693	1728	1971	370	9	9	0	0	29	9	9	9	9	0	4
1900801	62	1	0	0	0	0	5	48081	7014	1845	2542	425	9	9	0	0	29	9	9	9	9	0	4
1900802	67	1	0	0	0	0	5	56992	7537	2191	2078	372	9	9	0	0	29	9	9	9	9	0	4
1900803	60	1	0	0	0	0	5	45478	6545	1829	2058	367	9	9	0	0	29	9	9	9	9	0	4
1900901	62	1	0	0	0	0	5	48081	7014	1845	2542	425	9	9	0	0	29	9	9	9	9	0	4
1900903	59	1	5	5	0	1	5	76014	8675	2049	2840	403	9	9	0	0	29	9	9	9	9	0	4
1900904	60	1	0	0	0	0	5	45478	6545	1829	2058	367	9	9	0	0	29	9	9	9	9	0	4
1901001	59	1	0	0	0	0	5	54296	7886	1862	2582	403	9	9	0	0	29	9	9	9	9	0	4
1901002	62	1	0	0	0	0	5	48081	7014	1845	2542	425	9	9	0	0	29	9	9	9	9	0	4
1901004	209	1	15	15	0	2	5	87568	8930	2428	3082	385	9	9	0	0	29	9	9	9	9	0	4
2000101	2	1	0	0	0	0	6	53932	8204	2188	2376	319	10	10	0	0	30	10	10	10	10	0	4
2000201	17	1	0	0	0	0	6	62449	6633	2187	1977	359	10	10	0	0	30	10	10	10	10	0	4
2000301	17	1	0	0	0	0	6	62449	6633	2187	1977	359	10	10	0	0	30	10	10	10	10	0	4
2000302	2	1	0	0	0	0	6	53932	8204	2188	2376	319	10	10	0	0	30	10	10	10	10	0	4
2000303	6	1	5	5	0	1	6	104271	7760	2957	2516	373	10	10	0	0	30	10	10	10	10	0	4
2000401	6	1	0	0	0	0	6	74479	7054	2688	2287	373	10	10	0	0	30	10	10	10	10	0	4
2000402	17	1	0	0	0	0	6	62449	6633	2187	1977	359	10	10	0	0	30	10	10	10	10	0	4
2000403	16	1	0	0	0	0	6	63388	6031	2468	2013	323	10	10	0	0	30	10	10	10	10	0	4
2000501	6	1	0	0	0	0	6	74479	7054	2688	2287	373	10	10	0	0	30	10	10	10	10	0	4
2000502	16	1	0	0	0	0	6	63388	6031	2468	2013	323	10	10	0	0	30	10	10	10	10	0	4
2000601	6	1	0	0	0	0	6	74479	7054	2688	2287	373	10	10	0	0	30	10	10	10	10	0	4
2000602	16	1	0	0	0	0	6	63388	6031	2468	2013	323	10	10	0	0	30	10	10	10	10	0	4
2000604	7	1	5	5	0	1	6	89665	10089	2374	2677	427	10	10	0	0	30	10	10	10	10	0	4
2000701	6	1	0	0	0	0	6	74479	7054	2688	2287	373	10	10	0	0	30	10	10	10	10	0	4
2000702	25	1	0	0	0	0	6	59617	8269	2362	2555	273	10	10	0	0	30	10	10	10	10	0	4
2000703	31	1	0	0	0	0	6	48266	7211	2005	2390	404	10	10	0	0	30	10	10	10	10	0	4
2000801	7	1	0	0	0	0	6	64046	9172	2158	2434	427	10	10	0	0	30	10	10	10	10	0	4
2000802	25	1	0	0	0	0	6	59617	8269	2362	2555	273	10	10	0	0	30	10	10	10	10	0	4
2000803	31	1	0	0	0	0	6	48266	7211	2005	2390	404	10	10	0	0	30	10	10	10	10	0	4
2000901	7	1	0	0	0	0	6	64046	9172	2158	2434	427	10	10	0	0	30	10	10	10	10	0	4
2000904	8	1	5	5	0	1	6	78484	8520	2452	3199	461	10	10	0	0	30	10	10	10	10	0	4
2000905	31	1	0	0	0	0	6	48266	7211	2005	2390	404	10	10	0	0	30	10	10	10	10	0	4
2001001	8	1	0	0	0	0	6	56060	7745	2229	2908	461	10	10	0	0	30	10	10	10	10	0	4
2001002	7	1	0	0	0	0	6	64046	9172	2158	2434	427	10	10	0	0	30	10	10	10	10	0	4
2001004	211	1	15	15	0	2	6	125228	11582	3097	3387	312	10	10	0	0	30	10	10	10	10	0	4
2100101	23	1	0	0	0	0	6	66828	9227	2630	2380	434	10	10	0	0	30	10	10	10	10	0	4
2100201	26	1	0	0	0	0	6	69894	6951	2683	2182	357	10	10	0	0	30	10	10	10	10	0	4
2100301	26	1	0	0	0	0	6	69894	6951	2683	2182	357	10	10	0	0	30	10	10	10	10	0	4
2100302	23	1	0	0	0	0	6	66828	9227	2630	2380	434	10	10	0	0	30	10	10	10	10	0	4
2100303	37	1	5	5	0	1	6	98397	7687	2857	2161	350	10	10	0	0	30	10	10	10	10	0	4
2100401	37	1	0	0	0	0	6	70283	6988	2597	1964	350	10	10	0	0	30	10	10	10	10	0	4
2100402	33	1	0	0	0	0	6	63679	8906	2424	2252	394	10	10	0	0	30	10	10	10	10	0	4
2100501	37	1	0	0	0	0	6	70283	6988	2597	1964	350	10	10	0	0	30	10	10	10	10	0	4
2100502	29	1	0	0	0	0	6	65507	8438	2304	2533	399	10	10	0	0	30	10	10	10	10	0	4
2100602	33	1	0	0	0	0	6	63679	8906	2424	2252	394	10	10	0	0	30	10	10	10	10	0	4
2100603	27	1	5	5	0	1	6	125012	8820	3242	2953	383	10	10	0	0	30	10	10	10	10	0	4
2100604	29	1	0	0	0	0	6	65507	8438	2304	2533	399	10	10	0	0	30	10	10	10	10	0	4
2100701	27	1	0	0	0	0	6	89294	8018	2947	2685	383	10	10	0	0	30	10	10	10	10	0	4
2100702	28	1	0	0	0	0	6	57690	7829	2201	2417	443	10	10	0	0	30	10	10	10	10	0	4
2100801	27	1	0	0	0	0	6	89294	8018	2947	2685	383	10	10	0	0	30	10	10	10	10	0	4
2100802	37	1	0	0	0	0	6	70283	6988	2597	1964	350	10	10	0	0	30	10	10	10	10	0	4
2100803	28	1	0	0	0	0	6	57690	7829	2201	2417	443	10	10	0	0	30	10	10	10	10	0	4
2100901	27	1	0	0	0	0	6	89294	8018	2947	2685	383	10	10	0	0	30	10	10	10	10	0	4
2100903	36	1	5	5	0	1	6	110901	8802	3342	2545	425	10	10	0	0	30	10	10	10	10	0	4
2100904	37	1	0	0	0	0	6	70283	6988	2597	1964	350	10	10	0	0	30	10	10	10	10	0	4
2101001	36	1	0	0	0	0	6	79215	8002	3038	2314	425	10	10	0	0	30	10	10	10	10	0	4
2101004	212	1	15	15	0	2	6	133807	12919	3283	3173	414	10	10	0	0	30	10	10	10	10	0	4
2101005	37	1	0	0	0	0	6	70283	6988	2597	1964	350	10	10	0	0	30	10	10	10	10	0	4
2200101	1	1	0	0	0	0	6	79414	7870	3192	2200	400	11	11	0	0	31	11	11	11	11	0	4
2200201	2	1	0	0	0	0	6	64840	9863	2631	2857	384	11	11	0	0	31	11	11	11	11	0	4
2200301	2	1	0	0	0	0	6	64840	9863	2631	2857	384	11	11	0	0	31	11	11	11	11	0	4
2200302	1	1	0	0	0	0	6	79414	7870	3192	2200	400	11	11	0	0	31	11	11	11	11	0	4
2200303	22	1	5	5	0	1	6	114609	8668	3328	2797	388	11	11	0	0	31	11	11	11	11	0	4
2200401	32	1	0	0	0	0	6	83758	7489	2971	2200	378	11	11	0	0	31	11	11	11	11	0	4
2200402	1	1	0	0	0	0	6	79414	7870	3192	2200	400	11	11	0	0	31	11	11	11	11	0	4
2200501	32	1	0	0	0	0	6	83758	7489	2971	2200	378	11	11	0	0	31	11	11	11	11	0	4
2200502	2	1	0	0	0	0	6	64840	9863	2631	2857	384	11	11	0	0	31	11	11	11	11	0	4
2200602	35	1	5	5	0	1	6	98215	10584	2808	3498	551	11	11	0	0	31	11	11	11	11	0	4
2200603	32	1	0	0	0	0	6	83758	7489	2971	2200	378	11	11	0	0	31	11	11	11	11	0	4
2200604	2	1	0	0	0	0	6	64840	9863	2631	2857	384	11	11	0	0	31	11	11	11	11	0	4
2200701	35	1	0	0	0	0	6	70153	9622	2553	3180	551	11	11	0	0	31	11	11	11	11	0	4
2200702	820	1	0	0	0	0	6	81071	7302	2822	2444	406	11	11	0	0	31	11	11	11	11	0	4
2200801	821	1	0	0	0	0	6	78241	7509	3201	2378	401	11	11	0	0	31	11	11	11	11	0	4
2200802	35	1	0	0	0	0	6	70153	9622	2553	3180	551	11	11	0	0	31	11	11	11	11	0	4
2200901	35	1	0	0	0	0	6	70153	9622	2553	3180	551	11	11	0	0	31	11	11	11	11	0	4
2200902	821	1	0	0	0	0	6	78241	7509	3201	2378	401	11	11	0	0	31	11	11	11	11	0	4
2200904	24	1	5	5	0	1	6	125437	9509	3804	2918	448	11	11	0	0	31	11	11	11	11	0	4
2201001	24	1	0	0	0	0	6	89597	8645	3458	2653	448	11	11	0	0	31	11	11	11	11	0	4
2201002	35	1	0	0	0	0	6	70153	9622	2553	3180	551	11	11	0	0	31	11	11	11	11	0	4
2201004	202	1	15	15	0	2	6	142339	11134	3834	3012	438	11	11	0	0	31	11	11	11	11	0	4
2300101	5	1	0	0	0	0	6	74715	10402	2916	2617	474	11	11	0	0	31	11	11	11	11	0	4
2300201	11	1	0	0	0	0	6	88502	8497	3263	2561	414	11	11	0	0	31	11	11	11	11	0	4
2300301	11	1	0	0	0	0	6	88502	8497	3263	2561	414	11	11	0	0	31	11	11	11	11	0	4
2300302	5	1	0	0	0	0	6	74715	10402	2916	2617	474	11	11	0	0	31	11	11	11	11	0	4
2300303	10	1	5	5	0	1	6	106958	12168	2880	2993	465	11	11	0	0	31	11	11	11	11	0	4
2300401	10	1	0	0	0	0	6	76398	11062	2618	2721	465	11	11	0	0	31	11	11	11	11	0	4
2300402	5	1	0	0	0	0	6	74715	10402	2916	2617	474	11	11	0	0	31	11	11	11	11	0	4
2300501	10	1	0	0	0	0	6	76398	11062	2618	2721	465	11	11	0	0	31	11	11	11	11	0	4
2300502	11	1	0	0	0	0	6	88502	8497	3263	2561	414	11	11	0	0	31	11	11	11	11	0	4
2300601	10	1	0	0	0	0	6	76398	11062	2618	2721	465	11	11	0	0	31	11	11	11	11	0	4
2300602	11	1	0	0	0	0	6	88502	8497	3263	2561	414	11	11	0	0	31	11	11	11	11	0	4
2300604	9	1	5	5	0	1	6	100169	11521	3002	3061	443	11	11	0	0	31	11	11	11	11	0	4
2300701	9	1	0	0	0	0	6	71549	10474	2729	2783	443	11	11	0	0	31	11	11	11	11	0	4
2300702	11	1	0	0	0	0	6	88502	8497	3263	2561	414	11	11	0	0	31	11	11	11	11	0	4
2300703	5	1	0	0	0	0	6	74715	10402	2916	2617	474	11	11	0	0	31	11	11	11	11	0	4
2300801	9	1	0	0	0	0	6	71549	10474	2729	2783	443	11	11	0	0	31	11	11	11	11	0	4
2300802	12	1	0	0	0	0	6	86945	7844	3109	2507	413	11	11	0	0	31	11	11	11	11	0	4
2300901	9	1	0	0	0	0	6	71549	10474	2729	2783	443	11	11	0	0	31	11	11	11	11	0	4
2300902	12	1	0	0	0	0	6	86945	7844	3109	2507	413	11	11	0	0	31	11	11	11	11	0	4
2300904	4	1	5	5	0	1	6	105450	10854	3135	2972	458	11	11	0	0	31	11	11	11	11	0	4
2301001	4	1	0	0	0	0	6	75322	9868	2850	2702	458	11	11	0	0	31	11	11	11	11	0	4
2301004	203	1	15	15	0	2	6	132151	13038	3558	4186	564	11	11	0	0	31	11	11	11	11	0	4
2301005	12	1	0	0	0	0	6	86945	7844	3109	2507	413	11	11	0	0	31	11	11	11	11	0	4
2400101	16	1	0	0	0	0	7	89028	8470	3467	2828	454	12	12	0	0	32	12	12	12	12	0	4
2400201	2	1	0	0	0	0	7	75747	11522	3073	3337	448	12	12	0	0	32	12	12	12	12	0	4
2400302	6	1	5	5	0	1	7	146448	10899	4153	3534	524	12	12	0	0	32	12	12	12	12	0	4
2400303	2	1	0	0	0	0	7	75747	11522	3073	3337	448	12	12	0	0	32	12	12	12	12	0	4
2400304	16	1	0	0	0	0	7	89028	8470	3467	2828	454	12	12	0	0	32	12	12	12	12	0	4
2400401	6	1	0	0	0	0	7	104605	9908	3776	3213	524	12	12	0	0	32	12	12	12	12	0	4
2400402	16	1	0	0	0	0	7	89028	8470	3467	2828	454	12	12	0	0	32	12	12	12	12	0	4
2400501	6	1	0	0	0	0	7	104605	9908	3776	3213	524	12	12	0	0	32	12	12	12	12	0	4
2400502	2	1	0	0	0	0	7	75747	11522	3073	3337	448	12	12	0	0	32	12	12	12	12	0	4
2400602	7	1	5	5	0	1	7	125934	14170	3334	3760	600	12	12	0	0	32	12	12	12	12	0	4
2400603	6	1	0	0	0	0	7	104605	9908	3776	3213	524	12	12	0	0	32	12	12	12	12	0	4
2400604	2	1	0	0	0	0	7	75747	11522	3073	3337	448	12	12	0	0	32	12	12	12	12	0	4
2400701	7	1	0	0	0	0	7	89953	12882	3031	3418	600	12	12	0	0	32	12	12	12	12	0	4
2400702	17	1	0	0	0	0	7	87710	9316	3072	2777	505	12	12	0	0	32	12	12	12	12	0	4
2400801	7	1	0	0	0	0	7	89953	12882	3031	3418	600	12	12	0	0	32	12	12	12	12	0	4
2400802	17	1	0	0	0	0	7	87710	9316	3072	2777	505	12	12	0	0	32	12	12	12	12	0	4
2400901	7	1	0	0	0	0	7	89953	12882	3031	3418	600	12	12	0	0	32	12	12	12	12	0	4
2400902	6	1	0	0	0	0	7	104605	9908	3776	3213	524	12	12	0	0	32	12	12	12	12	0	4
2400904	8	1	5	5	0	1	7	110230	11966	3444	4493	647	12	12	0	0	32	12	12	12	12	0	4
2401001	8	1	0	0	0	0	7	78736	10878	3131	4085	647	12	12	0	0	32	12	12	12	12	0	4
2401002	7	1	0	0	0	0	7	89953	12882	3031	3418	600	12	12	0	0	32	12	12	12	12	0	4
2401004	204	1	15	15	0	2	7	169532	15368	4047	4081	543	12	12	0	0	32	12	12	12	12	0	4
2500101	31	1	0	0	0	0	7	75924	11343	3154	3759	636	12	12	0	0	32	12	12	12	12	0	4
2500201	16	1	0	0	0	0	7	99712	9487	3883	3167	509	12	12	0	0	32	12	12	12	12	0	4
2500301	16	1	0	0	0	0	7	99712	9487	3883	3167	509	12	12	0	0	32	12	12	12	12	0	4
2500302	31	1	0	0	0	0	7	75924	11343	3154	3759	636	12	12	0	0	32	12	12	12	12	0	4
2500303	26	1	5	5	0	1	7	139788	10923	4216	3429	510	12	12	0	0	32	12	12	12	12	0	4
2500401	26	1	0	0	0	0	7	99849	9930	3833	3117	510	12	12	0	0	32	12	12	12	12	0	4
2500402	23	1	0	0	0	0	7	95468	13182	3758	3400	620	12	12	0	0	32	12	12	12	12	0	4
2500501	26	1	0	0	0	0	7	99849	9930	3833	3117	510	12	12	0	0	32	12	12	12	12	0	4
2500502	820	1	0	0	0	0	7	106074	9554	3692	3197	531	12	12	0	0	32	12	12	12	12	0	4
2500601	26	1	0	0	0	0	7	99849	9930	3833	3117	510	12	12	0	0	32	12	12	12	12	0	4
2500603	23	1	0	0	0	0	7	95468	13182	3758	3400	620	12	12	0	0	32	12	12	12	12	0	4
2500604	35	1	5	5	0	1	7	128505	13849	3675	4577	721	12	12	0	0	32	12	12	12	12	0	4
2500701	26	1	0	0	0	0	7	99849	9930	3833	3117	510	12	12	0	0	32	12	12	12	12	0	4
2500702	35	1	0	0	0	0	7	91789	12590	3341	4161	721	12	12	0	0	32	12	12	12	12	0	4
2500703	31	1	0	0	0	0	7	75924	11343	3154	3759	636	12	12	0	0	32	12	12	12	12	0	4
2500801	35	1	0	0	0	0	7	91789	12590	3341	4161	721	12	12	0	0	32	12	12	12	12	0	4
2500802	31	1	0	0	0	0	7	75924	11343	3154	3759	636	12	12	0	0	32	12	12	12	12	0	4
2500803	25	1	0	0	0	0	7	93780	13008	3716	4020	430	12	12	0	0	32	12	12	12	12	0	4
