INT	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	INT	INT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	FLOAT	FLOAT	INT
20050202	生命之风	每回合回复全体友军自身攻击{{n5}}%的生命	t_skill_name_20050202	t_skill_desc_20050202	icjn_smzf000		3																																	10	0	2	0	0.3	0	
20050203	魔法藐视	受到魔法型伙伴攻击时，伤害减少{{n5}}%	t_skill_name_20050203	t_skill_desc_20050203	icjn_mfms000		3																																	12	3	5	0	0.75	0	
20050204	防御压制	受到品质低于自己的伙伴攻击时，伤害减少{{n5}}%	t_skill_name_20050204	t_skill_desc_20050204	icjn_gjyz000		3																																	20	0	5	0	0.6	0	
20050205	死亡诅咒	死亡时对全体敌人造成攻击{{n5}}%的伤害	t_skill_name_20050205	t_skill_desc_20050205	icjn_swzz000		3																																	17	0	30	0	3	0	
20050301	穿甲武器	攻击时有{{n5}}%概率无视对方防御	t_skill_name_20050301	t_skill_desc_20050301	icjn_cjwq000		3																																	9	0	5	0	1	0	
20050302	吸血攻击	攻击时吸收伤害值{{n5}}%的生命	t_skill_name_20050302	t_skill_desc_20050302	icjn_xxgj000		3																																	5	0	5	0	1	0	
20050303	防御克制	对防御型伙伴增加{{n5}}%的伤害	t_skill_name_20050303	t_skill_desc_20050303	icjn_fykz000		3																																	11	1	5	0	0.75	0	
20050304	攻击压制	对品质低于自己的伙伴增加{{n5}}%的伤害	t_skill_name_20050304	t_skill_desc_20050304	icjn_gjyz000		3																																	19	0	5	0	0.75	0	
20050305	动力护甲	单次受到的伤害无法超过最大生命的{{n5}}%	t_skill_name_20050305	t_skill_desc_20050305	icjn_dlhj000		3																																	8	0	90	0	-1.2	0	
20050401	攻击诅咒	全体敌人降低{{n5}}%的攻击	t_skill_name_20050401	t_skill_desc_20050401	icjn_gjzz000		3																																	4	7	-3	0	-0.3	0	
20050402	减伤姿态	生命少于{{n5}}%时提升{{n6}}%的减伤	t_skill_name_20050402	t_skill_desc_20050402	icon_jszt000		3																																	2	21	50	5	0	1	
20050403	防御压制	受到品质低于自己的伙伴攻击时，伤害减少{{n5}}%	t_skill_name_20050403	t_skill_desc_20050403	icjn_gjyz000		3																																	20	0	5	0	0.6	0	
20050404	物理藐视	受到物理型伙伴攻击时，伤害减少{{n5}}%	t_skill_name_20050404	t_skill_desc_20050404	icjn_wlms000		3																																	12	2	5	0	0.75	0	
20050405	怒意复仇	每当一个队友死亡时，增加{{n5}}%的格挡	t_skill_name_20050405	t_skill_desc_20050405	icjn_nygj000		3																																	14	12	1	0	0.15	0	
20050501	穿甲武器	攻击时有{{n5}}%概率无视对方防御	t_skill_name_20050501	t_skill_desc_20050501	icjn_cjwq000		3																																	9	0	5	0	1	0	
20050502	疾风攻击	攻击时有{{n5}}%概率额外攻击一次	t_skill_name_20050502	t_skill_desc_20050502	icjn_jfgj000		3																																	7	0	5	0	1	0	
20050503	攻击压制	对品质低于自己的伙伴增加{{n5}}%的伤害	t_skill_name_20050503	t_skill_desc_20050503	icjn_gjyz000		3																																	19	0	5	0	0.8	0	
20050504	物理克制	对物理型伙伴增加{{n5}}%的伤害	t_skill_name_20050504	t_skill_desc_20050504	icjn_fykz000		3																																	11	2	5	0	0.8	0	
20050505	复活重生	死亡时有{{n5}}%的概率复活，回复{{n6}}%的生命，每次战斗仅作用一次	t_skill_name_20050505	t_skill_desc_20050505	icjn_fhcs000		3																																	6	0	10	40	2	1	
40020101	猩红收割	若主动技能对敌方同时造成了眩晕和减能量效果，则该敌人受到该技能的伤害增加{{n5}}%	t_skill_name_40020101	t_skill_desc_40020101	bdjn_xhsg		4																																	201		150		10		
40020201	集中攻击	主动技能若只对单个敌人造成伤害，伤害增加{{n5}}%	t_skill_name_40020201	t_skill_desc_40020201	bdjn_jzgj		4																																	202		100		10		
40020301	电波充能	击杀回复{{n5}}%生命	t_skill_name_40020301	t_skill_desc_40020301	bdjn_dbcn		4																																	203		30		5		
40020401	无限狙击	若触发疾风，则有{{n5}}%概率继续触发疾风	t_skill_name_40020401	t_skill_desc_40020401	bdjn_wxjj		4																																	204		30		5		
40020501	荆棘之躯	触发动力护甲时，溢出伤害的{{n5}}%会被反弹给对方，最大不超过自身攻击的{{n6}}%，对魔王无效	t_skill_name_40020501	t_skill_desc_40020501	bdjn_jjzq		4																																	205		90	160	10	10	
40020601	潜龙之击	攻击物防比自己低的单位，有{{n5}}%概率使其眩晕	t_skill_name_40020601	t_skill_desc_40020601	bdjn_qlzj		4																																	206		50		5		
40020701	凶神罗刹	如果主动技能没造成眩晕，技能伤害增加{{n5}}%	t_skill_name_40020701	t_skill_desc_40020701	bdjn_xsls		4																																	207		50		5		
40020801	樱之未来	死亡奉献时额外提升全体友军{{n5}}%的攻击	t_skill_name_40020801	t_skill_desc_40020801	bdjn_yzwl		4																																	208		20		5		
40020901	天神下凡	复活后回复{{n5}}点能量，并且增加{{n6}}%的攻击	t_skill_name_40020901	t_skill_desc_40020901	bdjn_tsxf		4																																	209		1	50	1	5	
40021101	魔女之爱	主动技能的治疗效果附加目标生命上限的{{n5}}%	t_skill_name_40021101	t_skill_desc_40021101	bdjn_mvza		4																																	211		8		2		
40021201	完美演出	释放主动技能后，有{{n5}}%几率免疫1次受到的伤害	t_skill_name_40021201	t_skill_desc_40021201	bdjn_wmyc		4																																	212		20		4		
40021301	降低SAN值	在场时会让对方{{n5}}%几率释放技能时被封印改为普攻，能量依旧消耗	t_skill_name_40021301	t_skill_desc_40021301	bdjn_jdsan		4																																	213		10		4		
40021401	空间撕裂	暴击时附加对方生命最大值{{n5}}%的伤害，最大附加不超过自身攻击的{{n6}}%	t_skill_name_40021401	t_skill_desc_40021401	bdjn_kjsl		4																																	214		10	120	2	10	
40021501	境界颠覆	受到伤害时，增加自身{{n5}}%闪避；每次闪避时，回复全队自身攻击{{n6}}%生命	t_skill_name_40021501	t_skill_desc_40021501	bdjn_jjdf		4																																	215		3	5	1	2	
40040101	红莲审判	动力护甲触发时，溢出伤害的{{n5}}%增加到自己的攻击力上，对魔王无效	t_skill_name_40040101	t_skill_desc_40040101	bdjn_hlsp		4																																	401		5		1		
40040201	见缝插针	队友普通攻击时，魔法剑客有{{n5}}%的几率协助普攻	t_skill_name_40040201	t_skill_desc_40040201	bdjn_jfcz		4																																	402		10		2		
40040301	天使之光	造成伤害时，给生命比例最低的队友回复造成伤害{{n5}}%的生命	t_skill_name_40040301	t_skill_desc_40040301	bdjn_tszg		4																																	403		50		5		
40040401	红鹤之舞	拥有减伤BUFF时，对方攻击火女会有{{n5}}%几率被扣除1点能量	t_skill_name_40040401	t_skill_desc_40040401	bdjn_hhzw		4																																	404		10		2		
40040501	时间流动	每回合提升伤害{{n5}}%	t_skill_name_40040501	t_skill_desc_40040501	bdjn_sjld		4																																	405		10		2		
40040601	亡命追击	对复活的敌人额外造成{{n5}}%伤害。	t_skill_name_40040601	t_skill_desc_40040601	bdjn_wmzj		4																																	406		100		10		
40040001	风王结界	战斗时攻击附加自身物防的{{n5}}%	t_skill_name_40040001	t_skill_desc_40040001	bdjn_fzjj		4																																	400		20		5		
40050001	攻略之鬼	行动结束后，{{n5}}%概率获得1次额外行动机会	t_skill_name_40050001	t_skill_desc_40050001	bdjn_glzg		4																																	500		10		4		
40050101	Dalet	{{n5}}%概率抵挡1次死亡，生命降至1，触发时释放一次主动技能	t_skill_name_40050101	t_skill_desc_40050101	bdjn_dalet		4																																	501		50		10		
40050201	魔术刻印	受到攻击，{{n5}}%概率获得1能量	t_skill_name_40050201	t_skill_desc_40050201	bdjn_msky		4																																	502		15		5		
40050301	进击斩杀	击杀单位时{{n5}}%概率立即获得下一次行动机会	t_skill_name_40050301	t_skill_desc_40050301	bdjn_jjzs		4																																	503		50		5		
40050401	本我黯甲	{{n5}}%概率免疫自己受到的伤害	t_skill_name_40050401	t_skill_desc_40050401	bdjn_bwaj		4																																	504		10		2		
40050501	白音模式	复活后必定免疫下一次受到的伤害，并提升{{n5}}%的攻击	t_skill_name_40050501	t_skill_desc_40050501	bdjn_byms		4																																	505		20		4		
100100101	精准射击	对前排敌人造成54%的物理伤害	t_chongwuskill_name_100100101	t_chongwuskill_desc_100100101		attack	1	1	3	4	0.54																																			
100100102	钢铁冲刺	对前排敌人造成114%的物理伤害，每次行动有27%的几率释放	t_chongwuskill_name_100100102	t_chongwuskill_desc_100100102		jn01	1	1	3	4	1.14																																			27
100100103	钢铁冲刺	对前排敌人造成114%的物理伤害，每次行动有30%的几率释放	t_chongwuskill_name_100100102	t_chongwuskill_desc_100100103		jn01	1	1	3	4	1.14																																			30
100100104	钢铁冲刺	对前排敌人造成114%的物理伤害，每次行动有33%的几率释放	t_chongwuskill_name_100100102	t_chongwuskill_desc_100100104		jn01	1	1	3	4	1.14																																			33
100100105	钢铁冲刺	对前排敌人造成114%的物理伤害，每次行动有36%的几率释放	t_chongwuskill_name_100100102	t_chongwuskill_desc_100100105		jn01	1	1	3	4	1.14																																			36
100100106	钢铁冲刺	对前排敌人造成114%的物理伤害，每次行动有39%的几率释放	t_chongwuskill_name_100100102	t_chongwuskill_desc_100100106		jn01	1	1	3	4	1.14																																			39
100100107	钢铁冲刺	对前排敌人造成114%的物理伤害，每次行动有42%的几率释放	t_chongwuskill_name_100100102	t_chongwuskill_desc_100100107		jn01	1	1	3	4	1.14																																			42
100100201	剧毒喷雾	对后排敌人造成54%的魔法伤害	t_chongwuskill_name_100100201	t_chongwuskill_desc_100100201		attack	1	2	3	6	0.54																																			
100100202	毒沼深渊	对后排敌人造成114%的魔法伤害，每次行动有27%的几率释放	t_chongwuskill_name_100100202	t_chongwuskill_desc_100100202		jn01	1	2	3	6	1.14																																			27
100100203	毒沼深渊	对后排敌人造成114%的魔法伤害，每次行动有30%的几率释放	t_chongwuskill_name_100100202	t_chongwuskill_desc_100100203		jn01	1	2	3	6	1.14																																			30
100100204	毒沼深渊	对后排敌人造成114%的魔法伤害，每次行动有33%的几率释放	t_chongwuskill_name_100100202	t_chongwuskill_desc_100100204		jn01	1	2	3	6	1.14																																			33
100100205	毒沼深渊	对后排敌人造成114%的魔法伤害，每次行动有36%的几率释放	t_chongwuskill_name_100100202	t_chongwuskill_desc_100100205		jn01	1	2	3	6	1.14																																			36
100100206	毒沼深渊	对后排敌人造成114%的魔法伤害，每次行动有39%的几率释放	t_chongwuskill_name_100100202	t_chongwuskill_desc_100100206		jn01	1	2	3	6	1.14																																			39
100100207	毒沼深渊	对后排敌人造成114%的魔法伤害，每次行动有42%的几率释放	t_chongwuskill_name_100100202	t_chongwuskill_desc_100100207		jn01	1	2	3	6	1.14																																			42
100200101	光速连斩	对前排敌人造成54%的物理伤害	t_chongwuskill_name_100200101	t_chongwuskill_desc_100200101		attack	1	1	3	4	0.54																																			
100200102	火焰刀山	对全体敌人造成81%的物理伤害，并使目标受到的伤害增加10%，持续1回合。每次行动有30%的几率释放	t_chongwuskill_name_100200102	t_chongwuskill_desc_100200102		jn01	1	1	3	9	0.81					2	2	1				21	-10																							30
100200103	火焰刀山	对全体敌人造成81%的物理伤害，并使目标受到的伤害增加12%，持续1回合。每次行动有33%的几率释放	t_chongwuskill_name_100200102	t_chongwuskill_desc_100200103		jn01	1	1	3	9	0.81					2	2	1				21	-12																							33
100200104	火焰刀山	对全体敌人造成81%的物理伤害，并使目标受到的伤害增加14%，持续1回合。每次行动有36%的几率释放	t_chongwuskill_name_100200102	t_chongwuskill_desc_100200104		jn01	1	1	3	9	0.81					2	2	1				21	-14																							36
100200105	火焰刀山	对全体敌人造成81%的物理伤害，并使目标受到的伤害增加16%，持续1回合。每次行动有39%的几率释放	t_chongwuskill_name_100200102	t_chongwuskill_desc_100200105		jn01	1	1	3	9	0.81					2	2	1				21	-16																							39
100200106	火焰刀山	对全体敌人造成81%的物理伤害，并使目标受到的伤害增加18%，持续1回合。每次行动有42%的几率释放	t_chongwuskill_name_100200102	t_chongwuskill_desc_100200106		jn01	1	1	3	9	0.81					2	2	1				21	-18																							42
100200107	火焰刀山	对全体敌人造成81%的物理伤害，并使目标受到的伤害增加20%，持续1回合。每次行动有45%的几率释放	t_chongwuskill_name_100200102	t_chongwuskill_desc_100200107		jn01	1	1	3	9	0.81					2	2	1				21	-20																							45
100200201	剑光冲击	对后排敌人造成54%的魔法伤害	t_chongwuskill_name_100200201	t_chongwuskill_desc_100200201		attack	1	2	3	6	0.54																																			
100200202	自由爆破	对全体敌人造成81%的魔法伤害，并使我方受到的伤害减少10%，持续1回合。每次行动有30%的几率释放	t_chongwuskill_name_100200202	t_chongwuskill_desc_100200202		jn01	1	2	3	9	0.81					2	1	1				21	-10																							30
100200203	自由爆破	对全体敌人造成81%的魔法伤害，并使我方受到的伤害减少12%，持续1回合。每次行动有33%的几率释放	t_chongwuskill_name_100200202	t_chongwuskill_desc_100200203		jn01	1	2	3	9	0.81					2	1	1				21	-12																							33
100200204	自由爆破	对全体敌人造成81%的魔法伤害，并使我方受到的伤害减少14%，持续1回合。每次行动有36%的几率释放	t_chongwuskill_name_100200202	t_chongwuskill_desc_100200204		jn01	1	2	3	9	0.81					2	1	1				21	-14																							36
100200205	自由爆破	对全体敌人造成81%的魔法伤害，并使我方受到的伤害减少16%，持续1回合。每次行动有39%的几率释放	t_chongwuskill_name_100200202	t_chongwuskill_desc_100200205		jn01	1	2	3	9	0.81					2	1	1				21	-16																							39
100200206	自由爆破	对全体敌人造成81%的魔法伤害，并使我方受到的伤害减少18%，持续1回合。每次行动有42%的几率释放	t_chongwuskill_name_100200202	t_chongwuskill_desc_100200206		jn01	1	2	3	9	0.81					2	1	1				21	-18																							42
100200207	自由爆破	对全体敌人造成81%的魔法伤害，并使我方受到的伤害减少20%，持续1回合。每次行动有45%的几率释放	t_chongwuskill_name_100200202	t_chongwuskill_desc_100200207		jn01	1	2	3	9	0.81					2	1	1				21	-20																							45
100300101	尖锐穿刺	对全体敌人造成31%的物理伤害	t_chongwuskill_name_100300101	t_chongwuskill_desc_100300101		attack	1	1	3	9	0.31																																			
100300102	无情制裁	对全体敌人造成85%的物理伤害，并附带每回合10%的流血效果，持续2回合。每次行动有35%的几率释放	t_chongwuskill_name_100300102	t_chongwuskill_desc_100300102		jn01	1	1	3	9	0.85					1	2	2	1	0.1																										35
100300103	无情制裁	对全体敌人造成85%的物理伤害，并附带每回合20%的流血效果，持续2回合。每次行动有38%的几率释放	t_chongwuskill_name_100300102	t_chongwuskill_desc_100300103		jn01	1	1	3	9	0.85					1	2	2	1	0.2																										38
100300104	无情制裁	对全体敌人造成85%的物理伤害，并附带每回合30%的流血效果，持续2回合。每次行动有41%的几率释放	t_chongwuskill_name_100300102	t_chongwuskill_desc_100300104		jn01	1	1	3	9	0.85					1	2	2	1	0.3																										41
100300105	无情制裁	对全体敌人造成85%的物理伤害，并附带每回合40%的流血效果，持续2回合。每次行动有44%的几率释放	t_chongwuskill_name_100300102	t_chongwuskill_desc_100300105		jn01	1	1	3	9	0.85					1	2	2	1	0.4																										44
100300106	无情制裁	对全体敌人造成85%的物理伤害，并附带每回合50%的流血效果，持续2回合。每次行动有47%的几率释放	t_chongwuskill_name_100300102	t_chongwuskill_desc_100300106		jn01	1	1	3	9	0.85					1	2	2	1	0.5																										47
100300107	无情制裁	对全体敌人造成85%的物理伤害，并附带每回合60%的流血效果，持续2回合。每次行动有50%的几率释放	t_chongwuskill_name_100300102	t_chongwuskill_desc_100300107		jn01	1	1	3	9	0.85					1	2	2	1	0.6																										50
100300201	神圣之光	对全体敌人造成31%的魔法伤害	t_chongwuskill_name_100300201	t_chongwuskill_desc_100300201		attack	1	2	3	9	0.31																																			
100300202	空之惩戒	对全体敌人造成85%的魔法伤害，并使其造成的伤害减少15%，持续1回合。每次行动有35%的几率释放	t_chongwuskill_name_100300202	t_chongwuskill_desc_100300202		jn01	1	2	3	9	0.85					2	2	1				20	-15																							35
100300203	空之惩戒	对全体敌人造成85%的魔法伤害，并使其造成的伤害减少18%，持续1回合。每次行动有38%的几率释放	t_chongwuskill_name_100300202	t_chongwuskill_desc_100300203		jn01	1	2	3	9	0.85					2	2	1				20	-18																							38
100300204	空之惩戒	对全体敌人造成85%的魔法伤害，并使其造成的伤害减少21%，持续1回合。每次行动有41%的几率释放	t_chongwuskill_name_100300202	t_chongwuskill_desc_100300204		jn01	1	2	3	9	0.85					2	2	1				20	-21																							41
100300205	空之惩戒	对全体敌人造成85%的魔法伤害，并使其造成的伤害减少24%，持续1回合。每次行动有44%的几率释放	t_chongwuskill_name_100300202	t_chongwuskill_desc_100300205		jn01	1	2	3	9	0.85					2	2	1				20	-24																							44
100300206	空之惩戒	对全体敌人造成85%的魔法伤害，并使其造成的伤害减少27%，持续1回合。每次行动有47%的几率释放	t_chongwuskill_name_100300202	t_chongwuskill_desc_100300206		jn01	1	2	3	9	0.85					2	2	1				20	-27																							47
100300207	空之惩戒	对全体敌人造成85%的魔法伤害，并使其造成的伤害减少30%，持续1回合。每次行动有50%的几率释放	t_chongwuskill_name_100300202	t_chongwuskill_desc_100300207		jn01	1	2	3	9	0.85					2	2	1				20	-30																							50
50010001	坚如磐石I	格挡时，可抵挡掉物理职业70%的伤害，并在该回合额外提升10%格挡	t_skill_name_50010001	t_skill_desc_50010001			5									2	1	1				12	10																			70				
50010002	坚如磐石II	格挡时，可抵挡掉物理职业80%的伤害，并在该回合额外提升20%格挡	t_skill_name_50010002	t_skill_desc_50010002			5									2	1	1				12	20																			80				
50010003	坚如磐石III	格挡时，可抵挡掉物理职业90%的伤害，并在该回合额外提升30%格挡	t_skill_name_50010003	t_skill_desc_50010003			5									2	1	1				12	30																			90				
50020001	御魔追击I	受到魔法职业的伤害超过自身最大生命值50%时，会产生一个自身生命值20%的抵御魔法伤害的护盾（每回合最多1次且无法叠加），并在该回合提升10%命中	t_skill_name_50020001	t_skill_desc_50020001			5									2	1	1				16	10																			50	20			
50020002	御魔追击II	受到魔法职业的伤害超过自身最大生命值40%时，会产生一个自身生命值30%的抵御魔法伤害的护盾（每回合最多1次且无法叠加），并在该回合提升20%命中	t_skill_name_50020002	t_skill_desc_50020002			5									2	1	1				16	20																			40	30			
50020003	御魔追击III	受到魔法职业的伤害超过自身最大生命值30%时，会产生一个自身生命值40%的抵御魔法伤害的护盾（每回合最多1次且无法叠加），并在该回合提升30%命中	t_skill_name_50020003	t_skill_desc_50020003			5									2	1	1				16	30																			30	40			
50030001	冥想境界I	45%几率闪避来自防卫职业的攻击，并回复1点能量	t_skill_name_50030001	t_skill_desc_50030001			5																																			45	1			
50030002	冥想境界II	60%几率闪避来自防卫职业的攻击，并随机回复1-2点能量	t_skill_name_50030002	t_skill_desc_50030002			5																																			60	2			
50030003	冥想境界III	75%几率闪避来自防卫职业的攻击，并随机回复1-3点能量	t_skill_name_50030003	t_skill_desc_50030003			5																																			75	3			
