INT	STRING	STRING	STRING	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
14005	14-5 半正规军	t_mission_name_14005	t_mission_desc_14005	1	14	ts_chapter04_01	0	13040	13050	0	0	6	99			101	1400501	1400501	1400501	1400502	1400502	0						2	40040001	2	0	100																					0
14006	14-6 邪恶女仆	t_mission_name_14006	t_mission_desc_14006	1	14	ts_chapter04_02	1	13050	13060	0	0	6	10			102	1400604	1400601	1400601	1400603	1400603	0						2	40040001	2	0	100	2	40030011	1	0	65	2	80020001	1	0	10											0
14007	14-7 无用抵抗	t_mission_name_14007	t_mission_desc_14007	1	14	ts_chapter04_02	0	13060	13070	0	0	6	99			101	1400701	1400702	1400702	1400703	1400703	0						2	40040001	2	0	100																					0
14008	14-8 阶级分明	t_mission_name_14008	t_mission_desc_14008	1	14	ts_chapter04_02	0	13070	13080	0	0	6	99			101	1400801	1400802	1400802	1400803	1400803	0						2	40040001	2	0	100																					0
14009	14-9 最美的神	t_mission_name_14009	t_mission_desc_14009	1	14	ts_chapter04_02	1	13080	13090	0	0	6	10			102	1400904	1400902	1400902	1400901	1400901	0						2	40040001	2	0	100	2	40030012	1	0	65	2	80020001	1	0	10											0
14010	14-10 三无领袖	t_mission_name_14010	t_mission_desc_14010	1	14	ts_chapter04_02	2	13090	14000	0	0	6	5			102	1401004	1401001	1401001	1401003	1401003	0						2	40040001	2	0	100	2	70020301	1	0	10	2	80020001	1	0	10											0
15001	15-1 走狗	t_mission_name_15001	t_mission_desc_15001	1	15	ts_chapter05_01	0	14000	14010	0	0	6	99			104	1500101	1500101	1500101	1500101	1500101	0						2	40040001	2	0	100																					0
15002	15-2 华而不实	t_mission_name_15002	t_mission_desc_15002	1	15	ts_chapter05_01	0	14010	14020	0	0	6	99			104	1500201	1500201	1500201	1500201	1500201	0						2	40040001	2	0	100																					0
15003	15-3 地头蛇I	t_mission_name_15003	t_mission_desc_15003	1	15	ts_chapter05_01	1	14020	14030	0	0	6	10			101	1500303	1500304	1500304	1500301	1500301	0						2	40040001	2	0	100	2	40030013	1	0	65	2	80020001	1	0	10											0
15004	15-4 地头蛇II	t_mission_name_15004	t_mission_desc_15004	1	15	ts_chapter05_01	0	14030	14040	0	0	6	99			101	1500401	1500402	1500402	1500403	1500403	0						2	40040001	2	0	100																					0
15005	15-5 地头蛇III	t_mission_name_15005	t_mission_desc_15005	1	15	ts_chapter05_01	0	14040	14050	0	0	6	99			101	1500501	1500501	1500501	1500502	1500502	0						2	40040001	2	0	100																					0
15006	15-6 专员	t_mission_name_15006	t_mission_desc_15006	1	15	ts_chapter05_02	1	14050	14060	0	0	6	10			101	1500604	1500601	1500601	1500605	1500605	0						2	40040001	2	0	100	2	40030011	1	0	65	2	80020001	1	0	10											0
15007	15-7 神之右席I	t_mission_name_15007	t_mission_desc_15007	1	15	ts_chapter05_02	0	14060	14070	0	0	6	99			103	1500701	1500702	1500702	1500702	1500702	0						2	40040001	2	0	100																					0
15008	15-8 神之右席II	t_mission_name_15008	t_mission_desc_15008	1	15	ts_chapter05_02	0	14070	14080	0	0	6	99			101	1500801	1500801	1500801	1500802	1500802	0						2	40040001	2	0	100																					0
15009	15-9 黄金之力	t_mission_name_15009	t_mission_desc_15009	1	15	ts_chapter05_02	1	14080	14090	0	0	6	10			101	1500904	1500901	1500901	1500902	1500902	0						2	40040001	2	0	100	2	40030012	1	0	65	2	80020001	1	0	10											0
15010	15-10 天然呆女王	t_mission_name_15010	t_mission_desc_15010	1	15	ts_chapter05_02	2	14090	15000	0	0	6	5			101	1501004	1501001	1501001	1501005	1501005	0						2	40040001	2	0	100	2	70030301	1	0	10	2	80020001	1	0	10											0
16001	16-1 喵喵喵？	t_mission_name_16001	t_mission_desc_16001	1	16	ts_chapter09_01	0	15000	15010	0	0	6	99			104	1600101	1600101	1600101	1600101	1600101	0						2	40040001	2	0	100																					0
16002	16-2 印象	t_mission_name_16002	t_mission_desc_16002	1	16	ts_chapter09_01	0	15010	15020	0	0	6	99			104	1600201	1600201	1600201	1600201	1600201	0						2	40040001	2	0	100																					0
16003	16-3 三不管I	t_mission_name_16003	t_mission_desc_16003	1	16	ts_chapter09_01	1	15020	15030	0	0	6	10			101	1600303	1600301	1600301	1600302	1600302	0						2	40040001	2	0	100	2	40030013	1	0	65	2	80020001	1	0	10											0
16004	16-4 三不管II	t_mission_name_16004	t_mission_desc_16004	1	16	ts_chapter09_01	0	15030	15040	0	0	6	99			103	1600401	1600402	1600402	1600402	1600402	0						2	40040001	2	0	100																					0
16005	16-5 三不管III	t_mission_name_16005	t_mission_desc_16005	1	16	ts_chapter09_01	0	15040	15050	0	0	6	99			101	1600501	1600501	1600501	1600502	1600502	0						2	40040001	2	0	100																					0
16006	16-6 换马甲	t_mission_name_16006	t_mission_desc_16006	1	16	ts_chapter09_02	1	15050	15060	0	0	6	10			102	1600604	1600601	1600601	1600605	1600605	0						2	40040001	2	0	100	2	40030011	1	0	65	2	80020001	1	0	10											0
16007	16-7 混乱	t_mission_name_16007	t_mission_desc_16007	1	16	ts_chapter09_02	0	15060	15070	0	0	6	99			101	1600701	1600702	1600702	1600703	1600703	0						2	40040001	2	0	100																					0
16008	16-8 一致对外I	t_mission_name_16008	t_mission_desc_16008	1	16	ts_chapter09_02	0	15070	15080	0	0	6	99			103	1600801	1600802	1600802	1600802	1600802	0						2	40040001	2	0	100																					0
16009	16-9 一致对外II	t_mission_name_16009	t_mission_desc_16009	1	16	ts_chapter09_02	1	15080	15090	0	0	6	10			101	1600904	1600905	1600905	1600901	1600901	0						2	40040001	2	0	100	2	40030012	1	0	65	2	80020001	1	0	10											0
16010	16-10 赤瞳少女	t_mission_name_16010	t_mission_desc_16010	1	16	ts_chapter09_02	2	15090	16000	0	0	6	5			102	1601004	1601001	1601001	1601005	1601005	0						2	40040001	2	0	100	2	70040301	1	0	10	2	80020001	1	0	10											0
17001	17-1 少吃月饼	t_mission_name_17001	t_mission_desc_17001	1	17	ts_chapter06_01	0	16000	16010	0	0	6	99			104	1700101	1700101	1700101	1700101	1700101	0						2	40040001	2	0	100																					0
17002	17-2 不会爬树	t_mission_name_17002	t_mission_desc_17002	1	17	ts_chapter06_01	0	16010	16020	0	0	6	99			104	1700201	1700201	1700201	1700201	1700201	0						2	40040001	2	0	100																					0
17003	17-3 宅猫	t_mission_name_17003	t_mission_desc_17003	1	17	ts_chapter06_01	1	16020	16030	0	0	6	10			101	1700303	1700301	1700301	1700302	1700302	0						2	40040001	2	0	100	2	40030013	1	0	65	2	80020001	1	0	10											0
17004	17-4 利益关系	t_mission_name_17004	t_mission_desc_17004	1	17	ts_chapter06_01	0	16030	16040	0	0	6	99			101	1700401	1700401	1700401	1700402	1700402	0						2	40040001	2	0	100																					0
17005	17-5 多喝热水	t_mission_name_17005	t_mission_desc_17005	1	17	ts_chapter06_01	0	16040	16050	0	0	6	99			101	1700501	1700501	1700501	1700502	1700502	0						2	40040001	2	0	100																					0
17006	17-6 时尚达人	t_mission_name_17006	t_mission_desc_17006	1	17	ts_chapter06_02	1	16050	16060	0	0	6	10			102	1700604	1700602	1700602	1700601	1700601	0						2	40040001	2	0	100	2	40030011	1	0	65	2	80020001	1	0	10											0
17007	17-7 选秀失败	t_mission_name_17007	t_mission_desc_17007	1	17	ts_chapter06_02	0	16060	16070	0	0	6	99			102	1700701	1700701	1700701	1700702	1700702	0						2	40040001	2	0	100																					0
17008	17-8 国民天团	t_mission_name_17008	t_mission_desc_17008	1	17	ts_chapter06_02	0	16070	16080	0	0	6	99			104	1700801	1700801	1700801	1700801	1700801	0						2	40040001	2	0	100																					0
17009	17-9 魅惑减半	t_mission_name_17009	t_mission_desc_17009	1	17	ts_chapter06_02	1	16080	16090	0	0	6	10			102	1700904	1700901	1700901	1700903	1700903	0						2	40040001	2	0	100	2	40030012	1	0	65	2	80020001	1	0	10											0
17010	17-10 失业妖梦	t_mission_name_17010	t_mission_desc_17010	1	17	ts_chapter06_02	2	16090	17000	0	0	6	5			101	1701004	1701001	1701001	1701005	1701005	0						2	40040001	2	0	100	2	70010302	1	0	10	2	80020001	1	0	10											0
18001	18-1 萝莉尊严	t_mission_name_18001	t_mission_desc_18001	1	18	ts_chapter07_01	0	17000	17010	0	0	6	99			104	1800101	1800101	1800101	1800101	1800101	0						2	40040001	2	0	100																					0
18002	18-2 一条狗	t_mission_name_18002	t_mission_desc_18002	1	18	ts_chapter07_01	0	17010	17020	0	0	6	99			104	1800201	1800201	1800201	1800201	1800201	0						2	40040001	2	0	100																					0
18003	18-3 美妆达人	t_mission_name_18003	t_mission_desc_18003	1	18	ts_chapter07_01	1	17020	17030	0	0	6	10			101	1800303	1800301	1800301	1800302	1800302	0						2	40040001	2	0	100	2	40030013	1	0	65	2	80020001	1	0	10											0
18004	18-4 海外淘	t_mission_name_18004	t_mission_desc_18004	1	18	ts_chapter07_01	0	17030	17040	0	0	6	99			103	1800401	1800402	1800402	1800402	1800402	0						2	40040001	2	0	100																					0
18005	18-5 光敏肤质	t_mission_name_18005	t_mission_desc_18005	1	18	ts_chapter07_01	0	17040	17050	0	0	6	99			101	1800501	1800501	1800501	1800502	1800502	0						2	40040001	2	0	100																					0
18006	18-6 月兔下凡	t_mission_name_18006	t_mission_desc_18006	1	18	ts_chapter07_02	1	17050	17060	0	0	6	10			102	1800604	1800601	1800601	1800603	1800603	0						2	40040001	2	0	100	2	40030011	1	0	65	2	80020001	1	0	10											0
18007	18-7 魅惑促销	t_mission_name_18007	t_mission_desc_18007	1	18	ts_chapter07_02	0	17060	17070	0	0	6	99			101	1800701	1800701	1800701	1800702	1800702	0						2	40040001	2	0	100																					0
18008	18-8 利益关系II	t_mission_name_18008	t_mission_desc_18008	1	18	ts_chapter07_02	0	17070	17080	0	0	6	99			102	1800801	1800801	1800801	1800802	1800802	0						2	40040001	2	0	100																					0
18009	18-9 禁欲主义	t_mission_name_18009	t_mission_desc_18009	1	18	ts_chapter07_02	1	17080	17090	0	0	6	10			102	1800904	1800901	1800901	1800905	1800905	0						2	40040001	2	0	100	2	40030012	1	0	65	2	80020001	1	0	10											0
18010	18-10 吃货大小姐	t_mission_name_18010	t_mission_desc_18010	1	18	ts_chapter07_02	2	17090	18000	0	0	6	5			102	1801003	1801001	1801001	1801002	1801002	0						2	40040001	2	0	100	2	70020302	1	0	10	2	80020001	1	0	10											0
19001	19-1 巫女	t_mission_name_19001	t_mission_desc_19001	1	19	ts_chapter08_01	0	18000	18010	0	0	6	99			104	1900101	1900101	1900101	1900101	1900101	0						2	40040001	2	0	100																					0
19002	19-2 祸巫女	t_mission_name_19002	t_mission_desc_19002	1	19	ts_chapter08_01	0	18010	18020	0	0	6	99			104	1900201	1900201	1900201	1900201	1900201	0						2	40040001	2	0	100																					0
19003	19-3 什么鬼	t_mission_name_19003	t_mission_desc_19003	1	19	ts_chapter08_01	1	18020	18030	0	0	6	10			101	1900303	1900301	1900301	1900304	1900304	0						2	40040001	2	0	100	2	40030013	1	0	65	2	80020001	1	0	10											0
19004	19-4 幸运星	t_mission_name_19004	t_mission_desc_19004	1	19	ts_chapter08_01	0	18030	18040	0	0	6	99			102	1900401	1900401	1900401	1900402	1900402	0						2	40040001	2	0	100																					0
19005	19-5 小青？	t_mission_name_19005	t_mission_desc_19005	1	19	ts_chapter08_01	0	18040	18050	0	0	6	99			102	1900501	1900502	1900502	1900503	1900503	0						2	40040001	2	0	100																					0
19006	19-6 雪女	t_mission_name_19006	t_mission_desc_19006	1	19	ts_chapter08_02	1	18050	18060	0	0	6	10			102	1900604	1900601	1900601	1900605	1900605	0						2	40040001	2	0	100	2	40030011	1	0	65	2	80020001	1	0	10											0
19007	19-7 乐天派	t_mission_name_19007	t_mission_desc_19007	1	19	ts_chapter08_02	0	18060	18070	0	0	6	99			102	1900701	1900702	1900702	1900703	1900703	0						2	40040001	2	0	100																					0
19008	19-8 怨念控制	t_mission_name_19008	t_mission_desc_19008	1	19	ts_chapter08_02	0	18070	18080	0	0	6	99			102	1900801	1900802	1900802	1900803	1900803	0						2	40040001	2	0	100																					0
19009	19-9 白蛇不传	t_mission_name_19009	t_mission_desc_19009	1	19	ts_chapter08_02	1	18080	18090	0	0	6	10			102	1900903	1900904	1900904	1900901	1900901	0						2	40040001	2	0	100	2	40030012	1	0	65	2	80020001	1	0	10											0
19010	19-10 缺钱的红白	t_mission_name_19010	t_mission_desc_19010	1	19	ts_chapter08_02	2	18090	19000	0	0	6	5			102	1901004	1901001	1901001	1901002	1901002	0						2	40040001	2	0	100	2	70030302	1	0	10	2	80020001	1	0	10											0
20001	20-1 自走机炮	t_mission_name_20001	t_mission_desc_20001	1	20	ts_chapter09_01	0	19000	19010	0	0	6	99			104	2000101	2000101	2000101	2000101	2000101	0						2	40040001	2	0	100																					0
20002	20-2 军民两用	t_mission_name_20002	t_mission_desc_20002	1	20	ts_chapter09_01	0	19010	19020	0	0	6	99			104	2000201	2000201	2000201	2000201	2000201	0						2	40040001	2	0	100																					0
20003	20-3 宅女士兵	t_mission_name_20003	t_mission_desc_20003	1	20	ts_chapter09_01	1	19020	19030	0	0	6	10			101	2000303	2000301	2000301	2000302	2000302	0						2	40040001	2	0	100	2	40030013	1	0	65	2	80020001	1	0	10											0
20004	20-4 机器记忆	t_mission_name_20004	t_mission_desc_20004	1	20	ts_chapter09_01	0	19030	19040	0	0	6	99			101	2000401	2000402	2000402	2000403	2000403	0						2	40040001	2	0	100																					0
20005	20-5 人机一体	t_mission_name_20005	t_mission_desc_20005	1	20	ts_chapter09_01	0	19040	19050	0	0	6	99			101	2000501	2000501	2000501	2000502	2000502	0						2	40040001	2	0	100																					0
20006	20-6 机炮少女	t_mission_name_20006	t_mission_desc_20006	1	20	ts_chapter09_02	1	19050	19060	0	0	6	10			101	2000604	2000601	2000601	2000602	2000602	0						2	40040001	2	0	100	2	40030011	1	0	65	2	80020001	1	0	10											0
20007	20-7 魔能改造I	t_mission_name_20007	t_mission_desc_20007	1	20	ts_chapter09_02	0	19060	19070	0	0	6	99			102	2000701	2000702	2000702	2000703	2000703	0						2	40040001	2	0	100																					0
20008	20-8 魔能改造II	t_mission_name_20008	t_mission_desc_20008	1	20	ts_chapter09_02	0	19070	19080	0	0	6	99			102	2000801	2000802	2000802	2000803	2000803	0						2	40040001	2	0	100																					0
20009	20-9 一击必杀	t_mission_name_20009	t_mission_desc_20009	1	20	ts_chapter09_02	1	19080	19090	0	0	6	10			102	2000904	2000901	2000901	2000905	2000905	0						2	40040001	2	0	100	2	40030012	1	0	65	2	80020001	1	0	10											0
20010	20-10 女王驾到	t_mission_name_20010	t_mission_desc_20010	1	20	ts_chapter09_02	2	19090	20000	0	0	6	5			102	2001004	2001001	2001001	2001002	2001002	0						2	40040001	2	0	100	2	70040302	1	0	10	2	80020001	1	0	10											0
21001	21-1 见人就打	t_mission_name_21001	t_mission_desc_21001	1	21	ts_chapter10_01	0	20000	20010	0	0	6	99			104	2100101	2100101	2100101	2100101	2100101	0						2	40040001	3	0	100																					0
21002	21-2 小兵将军	t_mission_name_21002	t_mission_desc_21002	1	21	ts_chapter10_01	0	20010	20020	0	0	6	99			104	2100201	2100201	2100201	2100201	2100201	0						2	40040001	3	0	100																					0
21003	21-3 没有头盔	t_mission_name_21003	t_mission_desc_21003	1	21	ts_chapter10_01	1	20020	20030	0	0	6	10			101	2100303	2100301	2100301	2100302	2100302	0						2	40040001	3	0	100	2	40030021	1	0	60	2	80020001	1	0	10											0
21004	21-4 二刀流	t_mission_name_21004	t_mission_desc_21004	1	21	ts_chapter10_01	0	20030	20040	0	0	6	99			103	2100401	2100402	2100402	2100402	2100402	0						2	40040001	3	0	100																					0
21005	21-5 富家子弟	t_mission_name_21005	t_mission_desc_21005	1	21	ts_chapter10_01	0	20040	20050	0	0	6	99			103	2100501	2100502	2100502	2100502	2100502	0						2	40040001	3	0	100																					0
21006	21-6 设计控	t_mission_name_21006	t_mission_desc_21006	1	21	ts_chapter10_02	1	20050	20060	0	0	6	10			102	2100603	2100604	2100604	2100602	2100602	0						2	40040001	3	0	100	2	40030022	1	0	60	2	80020001	1	0	10											0
21007	21-7 高级驾驶	t_mission_name_21007	t_mission_desc_21007	1	21	ts_chapter10_02	0	20060	20070	0	0	6	99			101	2100701	2100701	2100701	2100702	2100702	0						2	40040001	3	0	100																					0
21008	21-8 高官车长	t_mission_name_21008	t_mission_desc_21008	1	21	ts_chapter10_02	0	20070	20080	0	0	6	99			102	2100801	2100802	2100802	2100803	2100803	0						2	40040001	3	0	100																					0
21009	21-9 无辜神王	t_mission_name_21009	t_mission_desc_21009	1	21	ts_chapter10_02	1	20080	20090	0	0	6	10			102	2100903	2100901	2100901	2100904	2100904	0						2	40040001	3	0	100	2	40030023	1	0	60	2	80020001	1	0	10											0
21010	21-10 又见偶像	t_mission_name_21010	t_mission_desc_21010	1	21	ts_chapter10_02	2	20090	21000	0	0	6	5			102	2101004	2101001	2101001	2101005	2101005	0						2	40040001	3	0	100	2	70010303	1	0	10	2	80020001	1	0	10											0
22001	22-1 初代末路	t_mission_name_22001	t_mission_desc_22001	1	22	ts_chapter01	0	21000	21010	0	0	6	99			104	2200101	2200101	2200101	2200101	2200101	0						2	40040001	3	0	100																					0
22002	22-2 时空差异I	t_mission_name_22002	t_mission_desc_22002	1	22	ts_chapter01	0	21010	21020	0	0	6	99			104	2200201	2200201	2200201	2200201	2200201	0						2	40040001	3	0	100																					0
22003	22-3 身材与威力	t_mission_name_22003	t_mission_desc_22003	1	22	ts_chapter01	1	21020	21030	0	0	6	10			101	2200303	2200302	2200302	2200301	2200301	0						2	40040001	3	0	100	2	40030021	1	0	60	2	80020001	1	0	10											0
22004	22-4 时空差异II	t_mission_name_22004	t_mission_desc_22004	1	22	ts_chapter01	0	21030	21040	0	0	6	99			101	2200401	2200402	2200402	2200401	2200401	0						2	40040001	3	0	100																					0
22005	22-5 更强配合	t_mission_name_22005	t_mission_desc_22005	1	22	ts_chapter01	0	21040	21050	0	0	6	99			101	2200501	2200501	2200501	2200502	2200502	0						2	40040001	3	0	100																					0
22006	22-6 军用女仆	t_mission_name_22006	t_mission_desc_22006	1	22	ts_chapter01	1	21050	21060	0	0	6	10			101	2200602	2200603	2200603	2200604	2200604	0						2	40040001	3	0	100	2	40030022	1	0	60	2	80020001	1	0	10											0
22007	22-7 身世可怜	t_mission_name_22007	t_mission_desc_22007	1	22	ts_chapter01	0	21060	21070	0	0	6	99			104	2200701	2200702	2200702	2200702	2200702	0						2	40040001	3	0	100																					0
22008	22-8 天赋人权	t_mission_name_22008	t_mission_desc_22008	1	22	ts_chapter01	0	21070	21080	0	0	6	99			101	2200801	2200801	2200801	2200802	2200802	0						2	40040001	3	0	100																					0
22009	22-9 冒牌武神	t_mission_name_22009	t_mission_desc_22009	1	22	ts_chapter01	1	21080	21090	0	0	6	10			101	2200904	2200902	2200902	2200901	2200901	0						2	40040001	3	0	100	2	40030023	1	0	60	2	80020001	1	0	10											0
22010	22-10 斗人之怒	t_mission_name_22010	t_mission_desc_22010	1	22	ts_chapter01	2	21090	22000	0	0	6	5			102	2201004	2201001	2201001	2201002	2201002	0						2	40040001	3	0	100	2	70020303	1	0	10	2	80020001	1	0	10											0
23001	23-1 废土旅人	t_mission_name_23001	t_mission_desc_23001	1	23	ts_chapter02	0	22000	22010	0	0	6	99			104	2300101	2300101	2300101	2300101	2300101	0						2	40040001	3	0	100																					0
23002	23-2 顺应进阶	t_mission_name_23002	t_mission_desc_23002	1	23	ts_chapter02	0	22010	22020	0	0	6	99			104	2300201	2300201	2300201	2300201	2300201	0						2	40040001	3	0	100																					0
23003	23-3 指挥梦想	t_mission_name_23003	t_mission_desc_23003	1	23	ts_chapter02	1	22020	22030	0	0	6	10			101	2300303	2300301	2300301	2300302	2300302	0						2	40040001	3	0	100	2	40030021	1	0	60	2	80020001	1	0	10											0
23004	23-4 本性	t_mission_name_23004	t_mission_desc_23004	1	23	ts_chapter02	0	22030	22040	0	0	6	99			101	2300401	2300401	2300401	2300402	2300402	0						2	40040001	3	0	100																					0
23005	23-5 负隅顽抗	t_mission_name_23005	t_mission_desc_23005	1	23	ts_chapter02	0	22040	22050	0	0	6	99			101	2300501	2300501	2300501	2300502	2300502	0						2	40040001	3	0	100																					0
